.id,sciname,year,code,category
kogia breviceps,kogia breviceps,1996,LR/lc,Lower Risk/least concern
kogia breviceps,kogia breviceps,1994,K,Insufficiently Known
stenella coeruleoalba,stenella coeruleoalba,2019,LC,Least Concern
stenella coeruleoalba,stenella coeruleoalba,2008,LC,Least Concern
stenella coeruleoalba,stenella coeruleoalba,1996,LR/cd,Lower Risk/conservation dependent
stenella coeruleoalba,stenella coeruleoalba,1994,K,Insufficiently Known
balaenoptera bonaerensis,balaenoptera bonaerensis,2018,NT,Near Threatened
balaenoptera bonaerensis,balaenoptera bonaerensis,2008,DD,Data Deficient
balaenoptera bonaerensis,balaenoptera bonaerensis,1996,LR/cd,Lower Risk/conservation dependent
mesoplodon ginkgodens,mesoplodon ginkgodens,2008,DD,Data Deficient
mesoplodon ginkgodens,mesoplodon ginkgodens,1996,DD,Data Deficient
mesoplodon ginkgodens,mesoplodon ginkgodens,1994,K,Insufficiently Known
ziphius cavirostris,ziphius cavirostris,2008,LC,Least Concern
ziphius cavirostris,ziphius cavirostris,1996,DD,Data Deficient
ziphius cavirostris,ziphius cavirostris,1994,K,Insufficiently Known
orcinus orca,orcinus orca,2017,DD,Data Deficient
orcinus orca,orcinus orca,2013,DD,Data Deficient
orcinus orca,orcinus orca,2008,DD,Data Deficient
orcinus orca,orcinus orca,1996,LR/cd,Lower Risk/conservation dependent
orcinus orca,orcinus orca,1994,K,Insufficiently Known
physeter macrocephalus,physeter macrocephalus,2008,VU,Vulnerable
physeter macrocephalus,physeter macrocephalus,1996,VU,Vulnerable
physeter macrocephalus,physeter macrocephalus,1994,K,Insufficiently Known
tursiops truncatus,tursiops truncatus,2019,LC,Least Concern
tursiops truncatus,tursiops truncatus,2012,LC,Least Concern
tursiops truncatus,tursiops truncatus,2008,LC,Least Concern
tursiops truncatus,tursiops truncatus,1996,DD,Data Deficient
tursiops truncatus,tursiops truncatus,1994,K,Insufficiently Known
balaenoptera edeni,balaenoptera edeni,2018,LC,Least Concern
balaenoptera edeni,balaenoptera edeni,2008,DD,Data Deficient
balaenoptera edeni,balaenoptera edeni,1996,DD,Data Deficient
balaenoptera edeni,balaenoptera edeni,1994,K,Insufficiently Known
kogia sima,kogia sima,2012,DD,Data Deficient
kogia sima,kogia sima,2008,DD,Data Deficient
kogia sima,kogia sima,1996,LR/lc,Lower Risk/least concern
kogia sima,kogia sima,1994,K,Insufficiently Known
mesoplodon densirostris,mesoplodon densirostris,2008,DD,Data Deficient
mesoplodon densirostris,mesoplodon densirostris,1996,DD,Data Deficient
mesoplodon densirostris,mesoplodon densirostris,1994,K,Insufficiently Known
stenella longirostris,stenella longirostris,2018,LC,Least Concern
stenella longirostris,stenella longirostris,2012,DD,Data Deficient
stenella longirostris,stenella longirostris,2008,DD,Data Deficient
stenella longirostris,stenella longirostris,1996,LR/cd,Lower Risk/conservation dependent
globicephala macrorhynchus,globicephala macrorhynchus,2018,LC,Least Concern
globicephala macrorhynchus,globicephala macrorhynchus,2011,DD,Data Deficient
globicephala macrorhynchus,globicephala macrorhynchus,2008,DD,Data Deficient
globicephala macrorhynchus,globicephala macrorhynchus,1996,LR/cd,Lower Risk/conservation dependent
globicephala macrorhynchus,globicephala macrorhynchus,1994,K,Insufficiently Known
megaptera novaeangliae,megaptera novaeangliae,2018,LC,Least Concern
megaptera novaeangliae,megaptera novaeangliae,2008,LC,Least Concern
megaptera novaeangliae,megaptera novaeangliae,1996,VU,Vulnerable
megaptera novaeangliae,megaptera novaeangliae,1994,V,Vulnerable
megaptera novaeangliae,megaptera novaeangliae,1990,V,Vulnerable
megaptera novaeangliae,megaptera novaeangliae,1988,E,Endangered
megaptera novaeangliae,megaptera novaeangliae,1986,E,Endangered
megaptera novaeangliae,megaptera novaeangliae,1965,NA,"""Less rare but believed to be threatened-requires watching"""
balaenoptera borealis,balaenoptera borealis,2018,EN,Endangered
balaenoptera borealis,balaenoptera borealis,2008,EN,Endangered
balaenoptera borealis,balaenoptera borealis,1996,EN,Endangered
balaenoptera borealis,balaenoptera borealis,1994,V,Vulnerable
grampus griseus,grampus griseus,2018,LC,Least Concern
grampus griseus,grampus griseus,2012,LC,Least Concern
grampus griseus,grampus griseus,2008,LC,Least Concern
grampus griseus,grampus griseus,1996,DD,Data Deficient
grampus griseus,grampus griseus,1994,K,Insufficiently Known
balaenoptera musculus,balaenoptera musculus,2018,EN,Endangered
balaenoptera musculus,balaenoptera musculus,2008,EN,Endangered
balaenoptera musculus,balaenoptera musculus,1996,EN,Endangered
balaenoptera musculus,balaenoptera musculus,1994,E,Endangered
balaenoptera musculus,balaenoptera musculus,1990,E,Endangered
balaenoptera musculus,balaenoptera musculus,1988,E,Endangered
balaenoptera musculus,balaenoptera musculus,1986,E,Endangered
balaenoptera musculus,balaenoptera musculus,1965,NA,"""Very rare and believed to be decreasing in numbers"""
lagenodelphis hosei,lagenodelphis hosei,2018,LC,Least Concern
lagenodelphis hosei,lagenodelphis hosei,2012,LC,Least Concern
lagenodelphis hosei,lagenodelphis hosei,2008,LC,Least Concern
lagenodelphis hosei,lagenodelphis hosei,1996,DD,Data Deficient
lagenodelphis hosei,lagenodelphis hosei,1994,K,Insufficiently Known
balaenoptera acutorostrata,balaenoptera acutorostrata,2018,LC,Least Concern
balaenoptera acutorostrata,balaenoptera acutorostrata,2008,LC,Least Concern
balaenoptera acutorostrata,balaenoptera acutorostrata,1996,LR/nt,Lower Risk/near threatened
balaenoptera acutorostrata,balaenoptera acutorostrata,1994,K,Insufficiently Known
pseudorca crassidens,pseudorca crassidens,2018,NT,Near Threatened
pseudorca crassidens,pseudorca crassidens,2008,DD,Data Deficient
pseudorca crassidens,pseudorca crassidens,1996,LR/lc,Lower Risk/least concern
pseudorca crassidens,pseudorca crassidens,1994,K,Insufficiently Known
feresa attenuata,feresa attenuata,2018,LC,Least Concern
feresa attenuata,feresa attenuata,2008,DD,Data Deficient
feresa attenuata,feresa attenuata,1996,DD,Data Deficient
feresa attenuata,feresa attenuata,1994,K,Insufficiently Known
stenella attenuata,stenella attenuata,2018,LC,Least Concern
stenella attenuata,stenella attenuata,2012,LC,Least Concern
stenella attenuata,stenella attenuata,2008,LC,Least Concern
stenella attenuata,stenella attenuata,1996,LR/cd,Lower Risk/conservation dependent
stenella attenuata,stenella attenuata,1994,K,Insufficiently Known
sphoeroides pachygaster,sphoeroides pachygaster,2014,LC,Least Concern
canthigaster rivulata,canthigaster rivulata,2014,LC,Least Concern
canthigaster janthinoptera,canthigaster janthinoptera,2014,LC,Least Concern
canthigaster amboinensis,canthigaster amboinensis,2014,LC,Least Concern
canthigaster solandri,canthigaster solandri,2014,LC,Least Concern
lagocephalus lagocephalus,lagocephalus lagocephalus,2014,LC,Least Concern
lagocephalus sceleratus,lagocephalus sceleratus,2014,LC,Least Concern
canthigaster valentini,canthigaster valentini,2014,LC,Least Concern
canthigaster bennetti,canthigaster bennetti,2014,LC,Least Concern
arothron hispidus,arothron hispidus,2014,LC,Least Concern
arothron stellatus,arothron stellatus,2014,LC,Least Concern
arothron meleagris,arothron meleagris,2014,LC,Least Concern
eretmochelys imbricata,eretmochelys imbricata,2008,CR,Critically Endangered
eretmochelys imbricata,eretmochelys imbricata,1996,CR,Critically Endangered
eretmochelys imbricata,eretmochelys imbricata,1994,E,Endangered
eretmochelys imbricata,eretmochelys imbricata,1990,E,Endangered
eretmochelys imbricata,eretmochelys imbricata,1988,E,Endangered
eretmochelys imbricata,eretmochelys imbricata,1986,E,Endangered
eretmochelys imbricata,eretmochelys imbricata,1982,E,Endangered
caretta caretta,caretta caretta,2015,VU,Vulnerable
caretta caretta,caretta caretta,1996,EN,Endangered
caretta caretta,caretta caretta,1994,V,Vulnerable
caretta caretta,caretta caretta,1990,V,Vulnerable
caretta caretta,caretta caretta,1988,V,Vulnerable
caretta caretta,caretta caretta,1986,V,Vulnerable
caretta caretta,caretta caretta,1982,V,Vulnerable
hydrophis platurus,hydrophis platurus,2017,LC,Least Concern
hydrophis platurus,hydrophis platurus,2010,LC,Least Concern
chelonia mydas,chelonia mydas,2004,EN,Endangered
chelonia mydas,chelonia mydas,1996,EN,Endangered
chelonia mydas,chelonia mydas,1994,E,Endangered
chelonia mydas,chelonia mydas,1990,E,Endangered
chelonia mydas,chelonia mydas,1988,E,Endangered
chelonia mydas,chelonia mydas,1986,E,Endangered
chelonia mydas,chelonia mydas,1982,E,Endangered
holothuria leucospilota,holothuria leucospilota,2013,LC,Least Concern
stichopus chloronotus,stichopus chloronotus,2013,LC,Least Concern
holothuria fuscogilva,holothuria fuscogilva,2013,VU,Vulnerable
holothuria hilla,holothuria hilla,2013,LC,Least Concern
stichopus monotuberculatus,stichopus monotuberculatus,2013,DD,Data Deficient
holothuria pervicax,holothuria pervicax,2013,LC,Least Concern
holothuria difficilis,holothuria difficilis,2013,LC,Least Concern
stichopus horrens,stichopus horrens,2013,DD,Data Deficient
holothuria flavomaculata,holothuria flavomaculata,2013,LC,Least Concern
actinopyga mauritiana,actinopyga mauritiana,2013,VU,Vulnerable
mesothuria multipora,mesothuria multipora,2013,DD,Data Deficient
thelenota anax,thelenota anax,2013,DD,Data Deficient
holothuria turriscelsa,holothuria turriscelsa,2013,LC,Least Concern
holothuria pardalis,holothuria pardalis,2013,LC,Least Concern
holothuria discrepans,holothuria discrepans,2013,DD,Data Deficient
holothuria whitmaei,holothuria whitmaei,2013,EN,Endangered
holothuria olivacea,holothuria olivacea,2013,DD,Data Deficient
holothuria glandifera,holothuria glandifera,2013,DD,Data Deficient
holothuria impatiens,holothuria impatiens,2013,DD,Data Deficient
holothuria edulis,holothuria edulis,2013,LC,Least Concern
holothuria hawaiiensis,holothuria hawaiiensis,2013,LC,Least Concern
holothuria fuscocinerea,holothuria fuscocinerea,2013,LC,Least Concern
bohadschia vitiensis,bohadschia vitiensis,2013,DD,Data Deficient
holothuria stocki,holothuria stocki,2013,DD,Data Deficient
bohadschia similis,bohadschia similis,2013,DD,Data Deficient
bohadschia argus,bohadschia argus,2013,LC,Least Concern
pearsonothuria graeffei,pearsonothuria graeffei,2013,LC,Least Concern
holothuria atra,holothuria atra,2013,LC,Least Concern
actinopyga miliaris,actinopyga miliaris,2013,VU,Vulnerable
holothuria erinaceaus,holothuria erinaceaus,2013,LC,Least Concern
actinopyga varians,actinopyga varians,2013,DD,Data Deficient
holothuria verrucosa,holothuria verrucosa,2013,LC,Least Concern
holothuria arenicola,holothuria arenicola,2013,DD,Data Deficient
halophila decipiens,halophila decipiens,2010,LC,Least Concern
ctenochaetus binotatus,ctenochaetus binotatus,2012,LC,Least Concern
naso lituratus,naso lituratus,2012,LC,Least Concern
acanthurus nigricauda,acanthurus nigricauda,2012,LC,Least Concern
naso unicornis,naso unicornis,2012,LC,Least Concern
zebrasoma rostratum,zebrasoma rostratum,2012,DD,Data Deficient
naso brevirostris,naso brevirostris,2012,LC,Least Concern
ctenochaetus hawaiiensis,ctenochaetus hawaiiensis,2012,LC,Least Concern
acanthurus triostegus,acanthurus triostegus,2012,LC,Least Concern
acanthurus xanthopterus,acanthurus xanthopterus,2012,LC,Least Concern
naso brachycentron,naso brachycentron,2012,LC,Least Concern
naso annulatus,naso annulatus,2012,LC,Least Concern
acanthurus lineatus,acanthurus lineatus,2012,LC,Least Concern
naso vlamingii,naso vlamingii,2012,LC,Least Concern
naso vlamingii,naso vlamingii,2010,LC,Least Concern
acanthurus guttatus,acanthurus guttatus,2012,LC,Least Concern
ctenochaetus marginatus,ctenochaetus marginatus,2012,LC,Least Concern
acanthurus thompsoni,acanthurus thompsoni,2012,LC,Least Concern
acanthurus nigricans,acanthurus nigricans,2012,LC,Least Concern
acanthurus pyroferus,acanthurus pyroferus,2012,LC,Least Concern
acanthurus olivaceus,acanthurus olivaceus,2012,LC,Least Concern
acanthurus leucopareius,acanthurus leucopareius,2012,LC,Least Concern
zebrasoma veliferum,zebrasoma veliferum,2012,LC,Least Concern
naso caesius,naso caesius,2012,LC,Least Concern
zebrasoma scopas,zebrasoma scopas,2012,LC,Least Concern
acanthurus achilles,acanthurus achilles,2012,LC,Least Concern
acanthurus blochii,acanthurus blochii,2012,LC,Least Concern
ctenochaetus flavicauda,ctenochaetus flavicauda,2012,LC,Least Concern
acanthurus nigrofuscus,acanthurus nigrofuscus,2012,LC,Least Concern
naso hexacanthus,naso hexacanthus,2012,LC,Least Concern
acanthurus mata,acanthurus mata,2012,LC,Least Concern
acanthurus nubilus,acanthurus nubilus,2012,LC,Least Concern
ctenochaetus striatus,ctenochaetus striatus,2012,LC,Least Concern
dunckerocampus dactyliophorus,dunckerocampus dactyliophorus,2016,DD,Data Deficient
dunckerocampus dactyliophorus,dunckerocampus dactyliophorus,2010,DD,Data Deficient
dunckerocampus dactyliophorus,dunckerocampus dactyliophorus,1996,DD,Data Deficient
fistularia petimba,fistularia petimba,2015,LC,Least Concern
fistularia commersonii,fistularia commersonii,2016,LC,Least Concern
microphis brachyurus,microphis brachyurus,2019,LC,Least Concern
microphis brachyurus,microphis brachyurus,2017,LC,Least Concern
microphis brachyurus,microphis brachyurus,2013,LC,Least Concern
doryrhamphus excisus,doryrhamphus excisus,2016,LC,Least Concern
microphis argulus,microphis argulus,2017,LC,Least Concern
choeroichthys sculptus,choeroichthys sculptus,2016,LC,Least Concern
corythoichthys flavofasciatus,corythoichthys flavofasciatus,2017,LC,Least Concern
corythoichthys nigripectus,corythoichthys nigripectus,2016,LC,Least Concern
cosmocampus howensis,cosmocampus howensis,2016,LC,Least Concern
aulostomus chinensis,aulostomus chinensis,2015,LC,Least Concern
micrognathus brevirostris,micrognathus brevirostris,2016,LC,Least Concern
minyichthys myersi,minyichthys myersi,2016,LC,Least Concern
eurypegasus draconis,eurypegasus draconis,2017,LC,Least Concern
eurypegasus draconis,eurypegasus draconis,2010,DD,Data Deficient
eurypegasus draconis,eurypegasus draconis,1996,DD,Data Deficient
gymnosarda unicolor,gymnosarda unicolor,2011,LC,Least Concern
katsuwonus pelamis,katsuwonus pelamis,2011,LC,Least Concern
euthynnus affinis,euthynnus affinis,2011,LC,Least Concern
thunnus orientalis,thunnus orientalis,2014,VU,Vulnerable
thunnus orientalis,thunnus orientalis,2011,LC,Least Concern
thunnus albacares,thunnus albacares,2011,NT,Near Threatened
thunnus albacares,thunnus albacares,1996,LR/lc,Lower Risk/least concern
makaira nigricans,makaira nigricans,2011,VU,Vulnerable
tetrapturus angustirostris,tetrapturus angustirostris,2011,DD,Data Deficient
thunnus alalunga,thunnus alalunga,2011,NT,Near Threatened
thunnus alalunga,thunnus alalunga,1996,DD,Data Deficient
xiphias gladius,xiphias gladius,2011,LC,Least Concern
xiphias gladius,xiphias gladius,1996,DD,Data Deficient
kajikia audax,kajikia audax,2011,NT,Near Threatened
thunnus obesus,thunnus obesus,2011,VU,Vulnerable
thunnus obesus,thunnus obesus,1996,VU,Vulnerable
istiophorus platypterus,istiophorus platypterus,2011,LC,Least Concern
istiompax indica,istiompax indica,2011,DD,Data Deficient
cheilinus trilobatus,cheilinus trilobatus,2010,LC,Least Concern
anampses melanurus,anampses melanurus,2010,LC,Least Concern
halichoeres marginatus,halichoeres marginatus,2010,LC,Least Concern
cheilinus chlorourus,cheilinus chlorourus,2010,LC,Least Concern
wetmorella nigropinnata,wetmorella nigropinnata,2010,LC,Least Concern
iniistius pentadactylus,iniistius pentadactylus,2010,LC,Least Concern
coris gaimard,coris gaimard,2010,LC,Least Concern
novaculichthys taeniourus,novaculichthys taeniourus,2010,LC,Least Concern
cirrhilabrus exquisitus,cirrhilabrus exquisitus,2010,DD,Data Deficient
pseudocheilinus hexataenia,pseudocheilinus hexataenia,2010,LC,Least Concern
thalassoma amblycephalum,thalassoma amblycephalum,2010,LC,Least Concern
cymolutes torquatus,cymolutes torquatus,2010,LC,Least Concern
thalassoma hardwicke,thalassoma hardwicke,2010,LC,Least Concern
pseudojuloides atavai,pseudojuloides atavai,2010,DD,Data Deficient
pseudocoris aurantiofasciata,pseudocoris aurantiofasciata,2010,LC,Least Concern
halichoeres hortulanus,halichoeres hortulanus,2010,LC,Least Concern
oxycheilinus unifasciatus,oxycheilinus unifasciatus,2010,LC,Least Concern
thalassoma lutescens,thalassoma lutescens,2010,LC,Least Concern
oxycheilinus arenatus,oxycheilinus arenatus,2010,LC,Least Concern
epibulus insidiator,epibulus insidiator,2010,LC,Least Concern
thalassoma quinquevittatum,thalassoma quinquevittatum,2010,LC,Least Concern
oxycheilinus lineatus,oxycheilinus lineatus,2010,LC,Least Concern
pseudocheilinus tetrataenia,pseudocheilinus tetrataenia,2010,LC,Least Concern
labropsis polynesica,labropsis polynesica,2010,LC,Least Concern
thalassoma purpureum,thalassoma purpureum,2010,LC,Least Concern
polylepion russelli,polylepion russelli,2010,LC,Least Concern
calotomus carolinus,calotomus carolinus,2012,LC,Least Concern
calotomus carolinus,calotomus carolinus,2010,LC,Least Concern
cetoscarus ocellatus,cetoscarus ocellatus,2012,LC,Least Concern
cetoscarus ocellatus,cetoscarus ocellatus,2010,LC,Least Concern
scarus globiceps,scarus globiceps,2012,LC,Least Concern
scarus globiceps,scarus globiceps,2010,LC,Least Concern
scarus altipinnis,scarus altipinnis,2012,LC,Least Concern
scarus altipinnis,scarus altipinnis,2010,LC,Least Concern
chlorurus microrhinos,chlorurus microrhinos,2012,LC,Least Concern
chlorurus microrhinos,chlorurus microrhinos,2010,LC,Least Concern
scarus psittacus,scarus psittacus,2012,LC,Least Concern
scarus psittacus,scarus psittacus,2010,LC,Least Concern
scarus niger,scarus niger,2012,LC,Least Concern
scarus niger,scarus niger,2010,LC,Least Concern
scarus forsteni,scarus forsteni,2012,LC,Least Concern
scarus forsteni,scarus forsteni,2010,LC,Least Concern
scarus pyrrostethus,scarus pyrrostethus,2012,LC,Least Concern
scarus pyrrostethus,scarus pyrrostethus,2010,LC,Least Concern
scarus oviceps,scarus oviceps,2012,LC,Least Concern
scarus oviceps,scarus oviceps,2010,LC,Least Concern
scarus schlegeli,scarus schlegeli,2012,LC,Least Concern
scarus schlegeli,scarus schlegeli,2010,LC,Least Concern
pseudocheilinus ocellatus,pseudocheilinus ocellatus,2010,LC,Least Concern
hemigymnus fasciatus,hemigymnus fasciatus,2010,LC,Least Concern
cheilio inermis,cheilio inermis,2010,LC,Least Concern
labroides dimidiatus,labroides dimidiatus,2010,LC,Least Concern
stethojulis bandanensis,stethojulis bandanensis,2010,LC,Least Concern
halichoeres margaritaceus,halichoeres margaritaceus,2010,LC,Least Concern
halichoeres trimaculatus,halichoeres trimaculatus,2010,LC,Least Concern
stethojulis strigiventer,stethojulis strigiventer,2010,LC,Least Concern
bodianus axillaris,bodianus axillaris,2010,LC,Least Concern
oxycheilinus bimaculatus,oxycheilinus bimaculatus,2010,LC,Least Concern
gomphosus varius,gomphosus varius,2010,LC,Least Concern
wetmorella albofasciata,wetmorella albofasciata,2010,LC,Least Concern
halichoeres melasmapomus,halichoeres melasmapomus,2010,LC,Least Concern
cirrhilabrus scottorum,cirrhilabrus scottorum,2010,LC,Least Concern
pseudocheilinus octotaenia,pseudocheilinus octotaenia,2010,LC,Least Concern
pseudojuloides cerasinus,pseudojuloides cerasinus,2010,DD,Data Deficient
cheilinus oxycephalus,cheilinus oxycephalus,2010,LC,Least Concern
pseudocheilinus evanidus,pseudocheilinus evanidus,2010,LC,Least Concern
cymolutes praetextatus,cymolutes praetextatus,2010,LC,Least Concern
macropharyngodon meleagris,macropharyngodon meleagris,2010,LC,Least Concern
hologymnosus annulatus,hologymnosus annulatus,2010,LC,Least Concern
halichoeres claudia,halichoeres claudia,2010,LC,Least Concern
iniistius pavo,iniistius pavo,2010,LC,Least Concern
thalassoma trilobatum,thalassoma trilobatum,2010,LC,Least Concern
pseudodax moluccanus,pseudodax moluccanus,2010,LC,Least Concern
bodianus anthioides,bodianus anthioides,2010,LC,Least Concern
anampses caeruleopunctatus,anampses caeruleopunctatus,2010,LC,Least Concern
anampses meleagrides,anampses meleagrides,2010,LC,Least Concern
labroides rubrolabiatus,labroides rubrolabiatus,2010,LC,Least Concern
labroides bicolor,labroides bicolor,2010,LC,Least Concern
xyrichtys halsteadi,xyrichtys halsteadi,2010,LC,Least Concern
anampses twistii,anampses twistii,2010,LC,Least Concern
coris aygula,coris aygula,2010,LC,Least Concern
scarus tricolor,scarus tricolor,2012,LC,Least Concern
scarus tricolor,scarus tricolor,2010,LC,Least Concern
chlorurus spilurus,chlorurus spilurus,2012,LC,Least Concern
chlorurus spilurus,chlorurus spilurus,2010,LC,Least Concern
scarus rubroviolaceus,scarus rubroviolaceus,2012,LC,Least Concern
scarus rubroviolaceus,scarus rubroviolaceus,2010,LC,Least Concern
hipposcarus longiceps,hipposcarus longiceps,2012,LC,Least Concern
hipposcarus longiceps,hipposcarus longiceps,2010,LC,Least Concern
scarus frenatus,scarus frenatus,2012,LC,Least Concern
scarus frenatus,scarus frenatus,2010,LC,Least Concern
leptoscarus vaigiensis,leptoscarus vaigiensis,2012,LC,Least Concern
leptoscarus vaigiensis,leptoscarus vaigiensis,2010,LC,Least Concern
chlorurus frontalis,chlorurus frontalis,2012,LC,Least Concern
chlorurus frontalis,chlorurus frontalis,2010,LC,Least Concern
circus approximans,circus approximans,2017,LC,Least Concern
circus approximans,circus approximans,2016,LC,Least Concern
circus approximans,circus approximans,2012,LC,Least Concern
circus approximans,circus approximans,2009,LC,Least Concern
circus approximans,circus approximans,2008,LC,Least Concern
circus approximans,circus approximans,2004,LC,Least Concern
circus approximans,circus approximans,2000,LR/lc,Lower Risk/least concern
circus approximans,circus approximans,1994,LR/lc,Lower Risk/least concern
circus approximans,circus approximans,1988,LR/lc,Lower Risk/least concern
egretta sacra,egretta sacra,2018,LC,Least Concern
egretta sacra,egretta sacra,2016,LC,Least Concern
egretta sacra,egretta sacra,2012,LC,Least Concern
egretta sacra,egretta sacra,2009,LC,Least Concern
egretta sacra,egretta sacra,2008,LC,Least Concern
egretta sacra,egretta sacra,2004,LC,Least Concern
egretta sacra,egretta sacra,2000,LR/lc,Lower Risk/least concern
egretta sacra,egretta sacra,1994,LR/lc,Lower Risk/least concern
egretta sacra,egretta sacra,1988,LR/lc,Lower Risk/least concern
fregetta grallaria,fregetta grallaria,2018,LC,Least Concern
fregetta grallaria,fregetta grallaria,2016,LC,Least Concern
fregetta grallaria,fregetta grallaria,2012,LC,Least Concern
fregetta grallaria,fregetta grallaria,2009,LC,Least Concern
fregetta grallaria,fregetta grallaria,2008,LC,Least Concern
fregetta grallaria,fregetta grallaria,2004,LC,Least Concern
fregetta grallaria,fregetta grallaria,2000,LR/lc,Lower Risk/least concern
fregetta grallaria,fregetta grallaria,1994,LR/lc,Lower Risk/least concern
fregetta grallaria,fregetta grallaria,1988,LR/lc,Lower Risk/least concern
fregetta tropica,fregetta tropica,2018,LC,Least Concern
fregetta tropica,fregetta tropica,2016,LC,Least Concern
fregetta tropica,fregetta tropica,2012,LC,Least Concern
fregetta tropica,fregetta tropica,2009,LC,Least Concern
fregetta tropica,fregetta tropica,2008,LC,Least Concern
fregetta tropica,fregetta tropica,2004,LC,Least Concern
fregetta tropica,fregetta tropica,2000,LR/lc,Lower Risk/least concern
fregetta tropica,fregetta tropica,1994,LR/lc,Lower Risk/least concern
fregetta tropica,fregetta tropica,1988,LR/lc,Lower Risk/least concern
thalassarche eremita,thalassarche eremita,2018,VU,Vulnerable
thalassarche eremita,thalassarche eremita,2017,VU,Vulnerable
thalassarche eremita,thalassarche eremita,2016,VU,Vulnerable
thalassarche eremita,thalassarche eremita,2012,VU,Vulnerable
thalassarche eremita,thalassarche eremita,2010,VU,Vulnerable
thalassarche eremita,thalassarche eremita,2009,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,2008,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,2007,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,2005,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,2004,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,2003,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,2000,CR,Critically Endangered
thalassarche eremita,thalassarche eremita,1994,NR,Not Recognized
thalassarche eremita,thalassarche eremita,1988,NR,Not Recognized
gygis alba,gygis alba,2018,LC,Least Concern
gygis alba,gygis alba,2016,LC,Least Concern
gygis alba,gygis alba,2012,LC,Least Concern
gygis alba,gygis alba,2009,LC,Least Concern
gygis alba,gygis alba,2008,LC,Least Concern
gygis alba,gygis alba,2004,LC,Least Concern
gygis alba,gygis alba,2000,LR/lc,Lower Risk/least concern
gygis alba,gygis alba,1994,LR/lc,Lower Risk/least concern
gygis alba,gygis alba,1988,LR/lc,Lower Risk/least concern
oceanites oceanicus,oceanites oceanicus,2018,LC,Least Concern
oceanites oceanicus,oceanites oceanicus,2016,LC,Least Concern
oceanites oceanicus,oceanites oceanicus,2012,LC,Least Concern
oceanites oceanicus,oceanites oceanicus,2009,LC,Least Concern
oceanites oceanicus,oceanites oceanicus,2008,LC,Least Concern
oceanites oceanicus,oceanites oceanicus,2004,LC,Least Concern
oceanites oceanicus,oceanites oceanicus,2000,LR/lc,Lower Risk/least concern
oceanites oceanicus,oceanites oceanicus,1994,LR/lc,Lower Risk/least concern
oceanites oceanicus,oceanites oceanicus,1988,LR/lc,Lower Risk/least concern
nesofregetta fuliginosa,nesofregetta fuliginosa,2018,EN,Endangered
nesofregetta fuliginosa,nesofregetta fuliginosa,2016,EN,Endangered
nesofregetta fuliginosa,nesofregetta fuliginosa,2012,EN,Endangered
nesofregetta fuliginosa,nesofregetta fuliginosa,2010,EN,Endangered
nesofregetta fuliginosa,nesofregetta fuliginosa,2008,VU,Vulnerable
nesofregetta fuliginosa,nesofregetta fuliginosa,2007,VU,Vulnerable
nesofregetta fuliginosa,nesofregetta fuliginosa,2006,VU,Vulnerable
nesofregetta fuliginosa,nesofregetta fuliginosa,2004,VU,Vulnerable
nesofregetta fuliginosa,nesofregetta fuliginosa,2000,VU,Vulnerable
nesofregetta fuliginosa,nesofregetta fuliginosa,1994,LR/lc,Lower Risk/least concern
nesofregetta fuliginosa,nesofregetta fuliginosa,1988,LR/lc,Lower Risk/least concern
numenius tahitiensis,numenius tahitiensis,2016,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,2012,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,2008,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,2006,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,2004,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,2000,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,1996,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,1994,VU,Vulnerable
numenius tahitiensis,numenius tahitiensis,1988,T,Threatened
onychoprion lunatus,onychoprion lunatus,2018,LC,Least Concern
onychoprion lunatus,onychoprion lunatus,2016,LC,Least Concern
onychoprion lunatus,onychoprion lunatus,2012,LC,Least Concern
onychoprion lunatus,onychoprion lunatus,2009,LC,Least Concern
onychoprion lunatus,onychoprion lunatus,2008,LC,Least Concern
onychoprion lunatus,onychoprion lunatus,2004,LC,Least Concern
onychoprion lunatus,onychoprion lunatus,2000,LR/lc,Lower Risk/least concern
onychoprion lunatus,onychoprion lunatus,1994,LR/lc,Lower Risk/least concern
onychoprion lunatus,onychoprion lunatus,1988,LR/lc,Lower Risk/least concern
pelagodroma marina,pelagodroma marina,2018,LC,Least Concern
pelagodroma marina,pelagodroma marina,2016,LC,Least Concern
pelagodroma marina,pelagodroma marina,2012,LC,Least Concern
pelagodroma marina,pelagodroma marina,2009,LC,Least Concern
pelagodroma marina,pelagodroma marina,2008,LC,Least Concern
pelagodroma marina,pelagodroma marina,2004,LC,Least Concern
pelagodroma marina,pelagodroma marina,2000,LR/lc,Lower Risk/least concern
